Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Baobab Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Sequoia Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Kapok Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Ebony Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Mahogany Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Balsa Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Willow Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Walnut Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Greenheart Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Cherry Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Mahoe Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Poplar Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Palm Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Papaya Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Pine Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Plum Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Maple Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Citrus Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Giant Sequoia Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Ipe Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Padauk Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Cocobolo Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Zebrawood Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Oak Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Spruce Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Birch Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Jungle Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Acacia Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Dark Oak Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Apple Oak Leaves
appliedenergistics2:facade:0, Cable Facade - Dark Oak Leaves
appliedenergistics2:facade:0, Cable Facade - Silver Birch Leaves
appliedenergistics2:facade:0, Cable Facade - Silver Lime Leaves
appliedenergistics2:facade:0, Cable Facade - Common Walnut Leaves
appliedenergistics2:facade:0, Cable Facade - Sweet Chestnut Leaves
appliedenergistics2:facade:0, Cable Facade - Hill Cherry Leaves
appliedenergistics2:facade:0, Cable Facade - Lemon Leaves
appliedenergistics2:facade:0, Cable Facade - Plum Leaves
appliedenergistics2:facade:0, Cable Facade - Sugar Maple Leaves
appliedenergistics2:facade:0, Cable Facade - Red Spruce Leaves
appliedenergistics2:facade:0, Cable Facade - Mundane Larch Leaves
appliedenergistics2:facade:0, Cable Facade - Bull Pine Leaves
appliedenergistics2:facade:0, Cable Facade - Coast Sequoia Leaves
appliedenergistics2:facade:0, Cable Facade - Giant Sequoia Leaves
appliedenergistics2:facade:0, Cable Facade - Jungle Leaves
appliedenergistics2:facade:0, Cable Facade - Teak Leaves
appliedenergistics2:facade:0, Cable Facade - Ipe Leaves
appliedenergistics2:facade:0, Cable Facade - Kapok Leaves
appliedenergistics2:facade:0, Cable Facade - Myrtle Ebony Leaves
appliedenergistics2:facade:0, Cable Facade - Zebrawood Leaves
appliedenergistics2:facade:0, Cable Facade - Yellow Meranti Leaves
appliedenergistics2:facade:0, Cable Facade - Acacia Leaves
appliedenergistics2:facade:0, Cable Facade - Desert Acacia Leaves
appliedenergistics2:facade:0, Cable Facade - Padauk Leaves
appliedenergistics2:facade:0, Cable Facade - Balsa Leaves
appliedenergistics2:facade:0, Cable Facade - Cocobolo Leaves
appliedenergistics2:facade:0, Cable Facade - Wenge Leaves
appliedenergistics2:facade:0, Cable Facade - Grandidier's Baobab Leaves
appliedenergistics2:facade:0, Cable Facade - Blue Mahoe Leaves
appliedenergistics2:facade:0, Cable Facade - White Willow Leaves
appliedenergistics2:facade:0, Cable Facade - Sipiri Leaves
appliedenergistics2:facade:0, Cable Facade - Papaya Leaves
appliedenergistics2:facade:0, Cable Facade - Date Palm Leaves
appliedenergistics2:facade:0, Cable Facade - White Poplar Leaves
appliedenergistics2:facade:0, Cable Facade - Greenhouse Block
appliedenergistics2:facade:0, Cable Facade - Greenhouse Energy Distributor
appliedenergistics2:facade:0, Cable Facade - Greenhouse Control
appliedenergistics2:facade:0, Cable Facade - Greenhouse Screen
appliedenergistics2:facade:0, Cable Facade - Greenhouse Hygroregulator
appliedenergistics2:facade:0, Cable Facade - Greenhouse Heater
appliedenergistics2:facade:0, Cable Facade - Greenhouse Fan
appliedenergistics2:facade:0, Cable Facade - Greenhouse Humidifier
appliedenergistics2:facade:0, Cable Facade - Greenhouse Dehumidifier
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Silver Ore
appliedenergistics2:facade:0, Cable Facade - Lead Ore
appliedenergistics2:facade:0, Cable Facade - Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Iridium Ore
appliedenergistics2:facade:0, Cable Facade - Mana Infused Ore
appliedenergistics2:facade:0, Cable Facade - Oil Sand
appliedenergistics2:facade:0, Cable Facade - Oil Shale
appliedenergistics2:facade:0, Cable Facade - Destabilized Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Energized Netherrack
appliedenergistics2:facade:0, Cable Facade - Resonant End Stone
appliedenergistics2:facade:0, Cable Facade - Oil Sand
appliedenergistics2:facade:0, Cable Facade - Block of Copper
appliedenergistics2:facade:0, Cable Facade - Block of Tin
appliedenergistics2:facade:0, Cable Facade - Block of Silver
appliedenergistics2:facade:0, Cable Facade - Block of Lead
appliedenergistics2:facade:0, Cable Facade - Block of Aluminum
appliedenergistics2:facade:0, Cable Facade - Block of Nickel
appliedenergistics2:facade:0, Cable Facade - Block of Platinum
appliedenergistics2:facade:0, Cable Facade - Block of Iridium
appliedenergistics2:facade:0, Cable Facade - Block of Mana Infused Metal
appliedenergistics2:facade:0, Cable Facade - Block of Steel
appliedenergistics2:facade:0, Cable Facade - Block of Electrum
appliedenergistics2:facade:0, Cable Facade - Block of Invar
appliedenergistics2:facade:0, Cable Facade - Block of Bronze
appliedenergistics2:facade:0, Cable Facade - Block of Constantan
appliedenergistics2:facade:0, Cable Facade - Block of Signalum
appliedenergistics2:facade:0, Cable Facade - Block of Lumium
appliedenergistics2:facade:0, Cable Facade - Block of Enderium
appliedenergistics2:facade:0, Cable Facade - Block of Charcoal
appliedenergistics2:facade:0, Cable Facade - Block of Coal Coke
appliedenergistics2:facade:0, Cable Facade - Black Rockwool
appliedenergistics2:facade:0, Cable Facade - Red Rockwool
appliedenergistics2:facade:0, Cable Facade - Green Rockwool
appliedenergistics2:facade:0, Cable Facade - Brown Rockwool
appliedenergistics2:facade:0, Cable Facade - Blue Rockwool
appliedenergistics2:facade:0, Cable Facade - Purple Rockwool
appliedenergistics2:facade:0, Cable Facade - Cyan Rockwool
appliedenergistics2:facade:0, Cable Facade - Light Gray Rockwool
appliedenergistics2:facade:0, Cable Facade - Gray Rockwool
appliedenergistics2:facade:0, Cable Facade - Pink Rockwool
appliedenergistics2:facade:0, Cable Facade - Lime Rockwool
appliedenergistics2:facade:0, Cable Facade - Yellow Rockwool
appliedenergistics2:facade:0, Cable Facade - Light Blue Rockwool
appliedenergistics2:facade:0, Cable Facade - Magenta Rockwool
appliedenergistics2:facade:0, Cable Facade - Orange Rockwool
appliedenergistics2:facade:0, Cable Facade - White Rockwool
appliedenergistics2:facade:0, Cable Facade - Block of Chamelium
appliedenergistics2:facade:0, Cable Facade - End Stone
appliedenergistics2:facade:0, Cable Facade - Alien Ship Booster
appliedenergistics2:facade:0, Cable Facade - Alien Ship Decoration
appliedenergistics2:facade:0, Cable Facade - Alien Ship Decoration
appliedenergistics2:facade:0, Cable Facade - Polished Tin Decoration Block
appliedenergistics2:facade:0, Cable Facade - Polished Aluminum Decoration Block
appliedenergistics2:facade:0, Cable Facade - Desh Frame
appliedenergistics2:facade:0, Cable Facade - Dungeon Glowstone
appliedenergistics2:facade:0, Cable Facade - Fronos Grass Block
appliedenergistics2:facade:0, Cable Facade - Fronos Dirt
appliedenergistics2:facade:0, Cable Facade - Fronos Coarse Dirt
appliedenergistics2:facade:0, Cable Facade - Fronos Stone
appliedenergistics2:facade:0, Cable Facade - Fronos Cobblestone
appliedenergistics2:facade:0, Cable Facade - Fronos Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Fronos Mossy Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Fronos Cracked Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Fronos Chiseled Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Fronos Dungeon Brick
appliedenergistics2:facade:0, Cable Facade - Iron Ore
appliedenergistics2:facade:0, Cable Facade - Gold Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - Lead Ore
appliedenergistics2:facade:0, Cable Facade - Coal Ore
appliedenergistics2:facade:0, Cable Facade - Lapis Ore
appliedenergistics2:facade:0, Cable Facade - Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Emerald Ore
appliedenergistics2:facade:0, Cable Facade - Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Silicon Ore
appliedenergistics2:facade:0, Cable Facade - Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Extrailonite Ore
appliedenergistics2:facade:0, Cable Facade - Red Candy Cane
appliedenergistics2:facade:0, Cable Facade - Green Candy Cane
appliedenergistics2:facade:0, Cable Facade - Blue Candy Cane
appliedenergistics2:facade:0, Cable Facade - Orange Candy Cane
appliedenergistics2:facade:0, Cable Facade - Pink Candy Cane
appliedenergistics2:facade:0, Cable Facade - Yellow Candy Cane
appliedenergistics2:facade:0, Cable Facade - Purple Candy Cane
appliedenergistics2:facade:0, Cable Facade - Rainbow Candy Cane
appliedenergistics2:facade:0, Cable Facade - Diona Surface Rock
appliedenergistics2:facade:0, Cable Facade - Diona Sub-Surface Rock
appliedenergistics2:facade:0, Cable Facade - Diona Rock
appliedenergistics2:facade:0, Cable Facade - Diona Cobblestone
appliedenergistics2:facade:0, Cable Facade - Setrorium Ore
appliedenergistics2:facade:0, Cable Facade - Illenium Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - Block of Setrorium
appliedenergistics2:facade:0, Cable Facade - Block of Illenium
appliedenergistics2:facade:0, Cable Facade - Diona Dungeon Brick
appliedenergistics2:facade:0, Cable Facade - Albetius Worm Egg Rock
appliedenergistics2:facade:0, Cable Facade - Infected Purlonite Planks
appliedenergistics2:facade:0, Cable Facade - Alien Miner Blood
appliedenergistics2:facade:0, Cable Facade - Infected Purlonite Slime Block
appliedenergistics2:facade:0, Cable Facade - Block of Glowing Iron
appliedenergistics2:facade:0, Cable Facade - Koentus Regolith
appliedenergistics2:facade:0, Cable Facade - Koentus Fine Regolith
appliedenergistics2:facade:0, Cable Facade - Koentus Rock
appliedenergistics2:facade:0, Cable Facade - Koentus Cobblestone
appliedenergistics2:facade:0, Cable Facade - Anti Gravity Ore
appliedenergistics2:facade:0, Cable Facade - Goldenite Crystals Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - Iron Ore
appliedenergistics2:facade:0, Cable Facade - Block of Anti Gravity Fragments
appliedenergistics2:facade:0, Cable Facade - Block of Goldenite Crystals
appliedenergistics2:facade:0, Cable Facade - Koentus Dungeon Brick
appliedenergistics2:facade:0, Cable Facade - Koentus Ice
appliedenergistics2:facade:0, Cable Facade - White Glowing Hardened Ice
appliedenergistics2:facade:0, Cable Facade - Orange Glowing Hardened Ice
appliedenergistics2:facade:0, Cable Facade - Magenta Glowing Hardened Ice
appliedenergistics2:facade:0, Cable Facade - Light Blue Glowing Hardened Ice
appliedenergistics2:facade:0, Cable Facade - Yellow Glowing Hardened Ice
appliedenergistics2:facade:0, Cable Facade - Lime Glowing Hardened Ice
appliedenergistics2:facade:0, Cable Facade - Pink Glowing Hardened Ice
appliedenergistics2:facade:0, Cable Facade - Gray Glowing Hardened Ice
appliedenergistics2:facade:0, Cable Facade - Silver Glowing Hardened Ice
appliedenergistics2:facade:0, Cable Facade - Cyan Glowing Hardened Ice
appliedenergistics2:facade:0, Cable Facade - Purple Glowing Hardened Ice
appliedenergistics2:facade:0, Cable Facade - Blue Glowing Hardened Ice
appliedenergistics2:facade:0, Cable Facade - Brown Glowing Hardened Ice
appliedenergistics2:facade:0, Cable Facade - Green Glowing Hardened Ice
appliedenergistics2:facade:0, Cable Facade - Red Glowing Hardened Ice
appliedenergistics2:facade:0, Cable Facade - Black Glowing Hardened Ice
appliedenergistics2:facade:0, Cable Facade - Creep Block
appliedenergistics2:facade:0, Cable Facade - Gravity Creep Block
appliedenergistics2:facade:0, Cable Facade - Chalos Rock
appliedenergistics2:facade:0, Cable Facade - Chalos Cobblestone
appliedenergistics2:facade:0, Cable Facade - Diremsium Ore
appliedenergistics2:facade:0, Cable Facade - Zyptorium Ore
appliedenergistics2:facade:0, Cable Facade - Cheese Milk Ore
appliedenergistics2:facade:0, Cable Facade - Iron Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - Block of Diremsium
appliedenergistics2:facade:0, Cable Facade - Block of Zyptorium
appliedenergistics2:facade:0, Cable Facade - Chalos Dungeon Brick
appliedenergistics2:facade:0, Cable Facade - Cheese Grass Block
appliedenergistics2:facade:0, Cable Facade - Cheese Dirt
appliedenergistics2:facade:0, Cable Facade - Cheese Coarse Dirt
appliedenergistics2:facade:0, Cable Facade - Cheese Spore Stem
appliedenergistics2:facade:0, Cable Facade - Cheese Spore
appliedenergistics2:facade:0, Cable Facade - Cheese Spore Planks
appliedenergistics2:facade:0, Cable Facade - Cheese Slime Block
appliedenergistics2:facade:0, Cable Facade - Cheese Spore Crafting Table
appliedenergistics2:facade:0, Cable Facade - Infected Grass Block
appliedenergistics2:facade:0, Cable Facade - Infected Dirt
appliedenergistics2:facade:0, Cable Facade - Infected Coarse Dirt
appliedenergistics2:facade:0, Cable Facade - Infected Podzol
appliedenergistics2:facade:0, Cable Facade - Nibiru Rock
appliedenergistics2:facade:0, Cable Facade - Nibiru Cobblestone
appliedenergistics2:facade:0, Cable Facade - Nibiru Vein Cobblestone
appliedenergistics2:facade:0, Cable Facade - Infected Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Infected Vein Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Infected Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Chiseled Infected Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Block of Inferumite
appliedenergistics2:facade:0, Cable Facade - Nibiru Dungeon Brick
appliedenergistics2:facade:0, Cable Facade - Mossy Nibiru Dungeon Brick
appliedenergistics2:facade:0, Cable Facade - Infected Sandstone
appliedenergistics2:facade:0, Cable Facade - Infected Chiseled Sandstone
appliedenergistics2:facade:0, Cable Facade - Infected Cut Sandstone
appliedenergistics2:facade:0, Cable Facade - Infested Nibiru Rock
appliedenergistics2:facade:0, Cable Facade - Infested Nibiru Cobblestone
appliedenergistics2:facade:0, Cable Facade - Infested Nibiru Vein Cobblestone
appliedenergistics2:facade:0, Cable Facade - Infested Infected Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Infested Infected Vein Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Infested Cracked Infected Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Infested Chiseled Infected Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Infected Iron Ore
appliedenergistics2:facade:0, Cable Facade - Infected Gold Ore
appliedenergistics2:facade:0, Cable Facade - Infected Tin Ore
appliedenergistics2:facade:0, Cable Facade - Infected Copper Ore
appliedenergistics2:facade:0, Cable Facade - Infected Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - Infected Coal Ore
appliedenergistics2:facade:0, Cable Facade - Infected Lapis Ore
appliedenergistics2:facade:0, Cable Facade - Infected Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Infected Emerald Ore
appliedenergistics2:facade:0, Cable Facade - Infected Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Infected Silicon Ore
appliedenergistics2:facade:0, Cable Facade - Inferumite Crystal Ore
appliedenergistics2:facade:0, Cable Facade - Infected Oak Log
appliedenergistics2:facade:0, Cable Facade - Infected Deadwood Log
appliedenergistics2:facade:0, Cable Facade - Infected Spruce Log
appliedenergistics2:facade:0, Cable Facade - Infected Jungle Log
appliedenergistics2:facade:0, Cable Facade - Alien Berry Oak Log
appliedenergistics2:facade:0, Cable Facade - Oscalea Log
appliedenergistics2:facade:0, Cable Facade - Frolia Log
appliedenergistics2:facade:0, Cable Facade - Oscalea Planks
appliedenergistics2:facade:0, Cable Facade - Frolia Planks
appliedenergistics2:facade:0, Cable Facade - Infected Oak Planks
appliedenergistics2:facade:0, Cable Facade - Infected Spruce Planks
appliedenergistics2:facade:0, Cable Facade - Alien Berry Oak Planks
appliedenergistics2:facade:0, Cable Facade - Infected Oak Leaves
appliedenergistics2:facade:0, Cable Facade - Infected Spruce Leaves
appliedenergistics2:facade:0, Cable Facade - Infected Jungle Leaves
appliedenergistics2:facade:0, Cable Facade - Alien Berry Oak Leaves
appliedenergistics2:facade:0, Cable Facade - Oscalea Leaves
appliedenergistics2:facade:0, Cable Facade - Frolia Leaves
appliedenergistics2:facade:0, Cable Facade - Flowering Frolia Leaves
appliedenergistics2:facade:0, Cable Facade - Infected Crafting Table
appliedenergistics2:facade:0, Cable Facade - Alien Berry Crafting Table
appliedenergistics2:facade:0, Cable Facade - Infected Oak Bookshelf
appliedenergistics2:facade:0, Cable Facade - Alien Berry Oak Bookshelf
appliedenergistics2:facade:0, Cable Facade - Infected Sand
appliedenergistics2:facade:0, Cable Facade - Infected Snow
appliedenergistics2:facade:0, Cable Facade - Purified Snow
appliedenergistics2:facade:0, Cable Facade - Infected Ice
appliedenergistics2:facade:0, Cable Facade - Infected Packed Ice
appliedenergistics2:facade:0, Cable Facade - Green Vein Grass Block
appliedenergistics2:facade:0, Cable Facade - Infected Melon
appliedenergistics2:facade:0, Cable Facade - Infected Gravel
appliedenergistics2:facade:0, Cable Facade - Infected Clay
appliedenergistics2:facade:0, Cable Facade - Infected Prismarine
appliedenergistics2:facade:0, Cable Facade - Infected Prismarine Bricks
appliedenergistics2:facade:0, Cable Facade - Infected Dark Prismarine
appliedenergistics2:facade:0, Cable Facade - Infected Sea Lantern
appliedenergistics2:facade:0, Cable Facade - Infected Sponge
appliedenergistics2:facade:0, Cable Facade - Infected Wet Sponge
appliedenergistics2:facade:0, Cable Facade - Oil Ore
appliedenergistics2:facade:0, Cable Facade - Block of Multalic Crystal
appliedenergistics2:facade:0, Cable Facade - Terrastone
appliedenergistics2:facade:0, Cable Facade - Purified Gravel
appliedenergistics2:facade:0, Cable Facade - Terrashroom Block
appliedenergistics2:facade:0, Cable Facade - Alumite Block
appliedenergistics2:facade:0, Cable Facade - Invar Block
appliedenergistics2:facade:0, Cable Facade - Osgloglas Block
appliedenergistics2:facade:0, Cable Facade - Osmiridium Block
appliedenergistics2:facade:0, Cable Facade - Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Charged Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Certus Quartz Block
appliedenergistics2:facade:0, Cable Facade - Certus Quartz Pillar
appliedenergistics2:facade:0, Cable Facade - Chiseled Certus Quartz Block
appliedenergistics2:facade:0, Cable Facade - Quartz Glass
appliedenergistics2:facade:0, Cable Facade - Vibrant Quartz Glass
appliedenergistics2:facade:0, Cable Facade - Fluix Block
appliedenergistics2:facade:0, Cable Facade - Sky Stone
appliedenergistics2:facade:0, Cable Facade - Sky Stone Block
appliedenergistics2:facade:0, Cable Facade - Sky Stone Brick
appliedenergistics2:facade:0, Cable Facade - Sky Stone Small Brick
appliedenergistics2:facade:0, Cable Facade - Electrical Steel Block
appliedenergistics2:facade:0, Cable Facade - Infinity Dust Block
appliedenergistics2:facade:0, Cable Facade - Compressed Infinity Dust Block
appliedenergistics2:facade:0, Cable Facade - Double Compressed Infinity Dust Block
appliedenergistics2:facade:0, Cable Facade - Reinforced Obsidian
appliedenergistics2:facade:0, Cable Facade - Machine Chassis (decoration block)
appliedenergistics2:facade:0, Cable Facade - Blank Machine (decoration block)
appliedenergistics2:facade:0, Cable Facade - Machine Tops (decoration block)
appliedenergistics2:facade:0, Cable Facade - Machine Sides (decoration block)
appliedenergistics2:facade:0, Cable Facade - Machine Backs (decoration block)
appliedenergistics2:facade:0, Cable Facade - Machine with sides (decoration block)
appliedenergistics2:facade:0, Cable Facade - Machine width backs (decoration block)
appliedenergistics2:facade:0, Cable Facade - Blank Soul Machine (decoration block)
appliedenergistics2:facade:0, Cable Facade - Soul Machine Tops (decoration block)
appliedenergistics2:facade:0, Cable Facade - Soul Machine Sides (decoration block)
appliedenergistics2:facade:0, Cable Facade - Soul Machine Backs (decoration block)
appliedenergistics2:facade:0, Cable Facade - Soul Machine with sides (decoration block)
appliedenergistics2:facade:0, Cable Facade - Soul Machine width backs (decoration block)
appliedenergistics2:facade:0, Cable Facade - Red Machine (decoration block)
appliedenergistics2:facade:0, Cable Facade - Broken Spawner (decoration block)
appliedenergistics2:facade:0, Cable Facade - Invisible Block (decoration block)
appliedenergistics2:facade:0, Cable Facade - Alloy Smelter (decoration block)
appliedenergistics2:facade:0, Cable Facade - Item Buffer (decoration block)
appliedenergistics2:facade:0, Cable Facade - Power Buffer (decoration block)
appliedenergistics2:facade:0, Cable Facade - Omni Buffer (decoration block)
appliedenergistics2:facade:0, Cable Facade - Creative Buffer (decoration block)
appliedenergistics2:facade:0, Cable Facade - Crafter (decoration block)
appliedenergistics2:facade:0, Cable Facade - Painting Machine (decoration block)
appliedenergistics2:facade:0, Cable Facade - Power Monitor (decoration block)
appliedenergistics2:facade:0, Cable Facade - SAG Mill (decoration block)
appliedenergistics2:facade:0, Cable Facade - Slice'N'Splice (decoration block)
appliedenergistics2:facade:0, Cable Facade - Stirling Generator (decoration block)
appliedenergistics2:facade:0, Cable Facade - Fluid Tank (decoration block)
appliedenergistics2:facade:0, Cable Facade - Pressurized Fluid Tank (decoration block)
appliedenergistics2:facade:0, Cable Facade - Travel Anchor (decoration block)
appliedenergistics2:facade:0, Cable Facade - Vacuum Chest (decoration block)
appliedenergistics2:facade:0, Cable Facade - Wireless Charger (decoration block)
appliedenergistics2:facade:0, Cable Facade - XP Vacuum (decoration block)
appliedenergistics2:facade:0, Cable Facade - Simple Alloy Smelter (decoration block)
appliedenergistics2:facade:0, Cable Facade - Simple Stirling Generator (decoration block)
appliedenergistics2:facade:0, Cable Facade - Wired Charger (decoration block)
appliedenergistics2:facade:0, Cable Facade - Simple Sagmill (decoration block)
appliedenergistics2:facade:0, Cable Facade - Industrial Insulation
appliedenergistics2:facade:0, Cable Facade - Confusion Charge
appliedenergistics2:facade:0, Cable Facade - Concussion Charge
appliedenergistics2:facade:0, Cable Facade - Ender Charge
appliedenergistics2:facade:0, Cable Facade - Crude Steel Block
appliedenergistics2:facade:0, Cable Facade - Wireless Charging Antenna Extension
appliedenergistics2:facade:0, Cable Facade - Grout
appliedenergistics2:facade:0, Cable Facade - Green Slimy Mud
appliedenergistics2:facade:0, Cable Facade - Blue Slimy Mud
appliedenergistics2:facade:0, Cable Facade - Graveyard Soil
appliedenergistics2:facade:0, Cable Facade - Consecrated Soil
appliedenergistics2:facade:0, Cable Facade - Slimy Magma Mud
appliedenergistics2:facade:0, Cable Facade - Slime Block
appliedenergistics2:facade:0, Cable Facade - Slime Block
appliedenergistics2:facade:0, Cable Facade - Blood Slime Block
appliedenergistics2:facade:0, Cable Facade - Slime Block
appliedenergistics2:facade:0, Cable Facade - Congealed Slime Block
appliedenergistics2:facade:0, Cable Facade - Congealed Slime Block
appliedenergistics2:facade:0, Cable Facade - Congealed Slime Block
appliedenergistics2:facade:0, Cable Facade - Congealed Bloodblock
appliedenergistics2:facade:0, Cable Facade - Congealed Slime Block
appliedenergistics2:facade:0, Cable Facade - Cobalt Ore
appliedenergistics2:facade:0, Cable Facade - Ardite Ore
appliedenergistics2:facade:0, Cable Facade - Lavawood
appliedenergistics2:facade:0, Cable Facade - Firewood
appliedenergistics2:facade:0, Cable Facade - Mud Bricks
appliedenergistics2:facade:0, Cable Facade - Block of Cobalt
appliedenergistics2:facade:0, Cable Facade - Block of Ardite
appliedenergistics2:facade:0, Cable Facade - Block of Manyullyn
appliedenergistics2:facade:0, Cable Facade - Block of Knightslime
appliedenergistics2:facade:0, Cable Facade - Block of Pigiron
appliedenergistics2:facade:0, Cable Facade - Silky Block of Jewel
appliedenergistics2:facade:0, Cable Facade - Green Slimy Dirt
appliedenergistics2:facade:0, Cable Facade - Blue Slimy Dirt
appliedenergistics2:facade:0, Cable Facade - Purple Slimy Dirt
appliedenergistics2:facade:0, Cable Facade - Magma Slimy Dirt
appliedenergistics2:facade:0, Cable Facade - Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Green Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Blue Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Purple Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Magma Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Green Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Blue Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Purple Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Magma Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Green Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Blue Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Purple Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Magma Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Slimy Leaves
appliedenergistics2:facade:0, Cable Facade - Slimy Leaves
appliedenergistics2:facade:0, Cable Facade - Slimy Leaves
appliedenergistics2:facade:0, Cable Facade - Dried Clay
appliedenergistics2:facade:0, Cable Facade - Dried Bricks
appliedenergistics2:facade:0, Cable Facade - Smooth Brownstone
appliedenergistics2:facade:0, Cable Facade - Rough Brownstone
appliedenergistics2:facade:0, Cable Facade - Brownstone Paver
appliedenergistics2:facade:0, Cable Facade - Brownstone Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Brownstone Bricks
appliedenergistics2:facade:0, Cable Facade - Fancy Brownstone Bricks
appliedenergistics2:facade:0, Cable Facade - Square Brownstone Bricks
appliedenergistics2:facade:0, Cable Facade - Brownstone Road
